Sample,Antisense_Gene,Antisense_Z_Score,Sense_Gene,Sense_Z_Score
UDN010451,novelGene_POMT1_AS,2.17444848775812,POMT1,0.409653328138329
UDN010451,novelGene_PPIAP2_AS,3.69313432533324,PPIAP2,-0.298274970830631
UDN010451,novelGene_PPP1CA_AS,2.70375567080547,PPP1CA,1.21625550713776
UDN010451,novelGene_PPP4R2P6_AS,3.95108415866151,PPP4R2P6,
UDN010451,novelGene_PRDM11_AS,2.84406903109633,PRDM11,-0.306512780923006
UDN010451,novelGene_PRKAG1_AS,4.08622568396263,PRKAG1,2.08091269413504
UDN010451,novelGene_PRX_AS,5.38815906080325,PRX,0.910959285186064
UDN010451,novelGene_PTPDC1_AS,3.69024290467114,PTPDC1,-0.605653490246831
UDN010451,novelGene_PTS_AS,2.09862914188823,PTS,-0.430145758050707
UDN010451,novelGene_PUS1-AS1_AS,5.38815906080325,novelGene_PUS1,
UDN010451,novelGene_RAB27A_AS,2.78299863120013,RAB27A,0.0616757056558766
UDN010451,novelGene_REPIN1_AS,3.14538736586975,REPIN1,1.1133388735538
UDN010451,novelGene_RHOT2_AS_novelGene_WDR90_AS,5.38815906080325,RHOT2,2.23006249918418
UDN010451,novelGene_RN7SL697P_AS,5.38815906080325,RN7SL697P,
UDN010451,novelGene_RN7SL737P_AS,3.91925073966355,RN7SL737P,-0.744798690805874
UDN010451,novelGene_RN7SL752P_AS,2.75119735863533,RN7SL752P,
UDN010451,novelGene_RN7SL775P_AS,5.38815906080325,RN7SL775P,-0.25775473526321
UDN010451,novelGene_RNF225_AS_novelGene_RPS5_AS,5.38815906080325,RNF225,
UDN010451,novelGene_RPAP1_AS,4.23868501307557,RPAP1,-0.642704183191536
UDN010451,novelGene_RPL11P3_AS,2.63049651507403,RPL11P3,-0.543231947582804
UDN010451,novelGene_RPL21P14_AS,5.38815906080325,RPL21P14,
UDN010451,novelGene_RPL21P23_AS,5.38815906080325,RPL21P23,-0.321341867737253
UDN010451,novelGene_RPL34_AS,2.73067483636884,RPL34,-0.414199182424968
UDN010451,novelGene_RPL7AP57_AS,4.13376494935898,RPL7AP57,
UDN010451,novelGene_RPLP0P1_AS,5.38815906080325,RPLP0P1,
UDN010451,novelGene_RPP38_AS,5.38815906080325,RPP38,1.566974727968
UDN010451,novelGene_RPS12P15_AS,3.95430741800695,RPS12P15,
UDN010451,novelGene_RPS18P1_AS,5.38815906080325,RPS18P1,
UDN010451,novelGene_RPSAP60_AS,3.57953156945727,RPSAP60,
UDN010451,novelGene_SAXO4_AS,3.36444842471746,SAXO4,-0.375172276234525
UDN010451,novelGene_SEC14L5_AS,2.68820587324785,SEC14L5,-0.527440941517692
UDN010451,novelGene_SERPINB1_AS,2.79990239097736,SERPINB1,0.798189910379779
UDN010451,novelGene_SHANK3_AS,3.02620011592022,SHANK3,-1.20621274006261
UDN010451,novelGene_SIAH2_AS,5.38815906080325,SIAH2,-0.14662742815554
UDN010451,novelGene_SIK1_AS,2.12787741454133,SIK1,-0.583164973122372
UDN010451,novelGene_SIM1_AS,5.38815906080325,SIM1,-1.49192563195675
UDN010451,novelGene_SLC12A9_AS,2.34635288607286,SLC12A9,0.935869636827524
UDN010451,novelGene_SLC15A3_AS,5.38815906080325,SLC15A3,0.632168486605662
UDN010451,novelGene_SLC1A3-AS1_AS,5.38815906080325,novelGene_SLC1A3,
UDN010451,novelGene_SLC22A3_AS,2.02966751130235,SLC22A3,0.677391608495069
UDN010451,novelGene_SLC25A10_AS,5.38815906080325,SLC25A10,4.66366651331418
UDN010451,novelGene_SLC5A6_AS,2.49199998474411,SLC5A6,1.07425362624892
UDN010451,novelGene_SMARCE1P5_AS,3.95430741800695,SMARCE1P5,
UDN010451,novelGene_SMIM33_AS,5.38815906080325,SMIM33,
UDN010451,novelGene_SNRPN_AS,2.14522597054576,SNRPN,0.0905245806637408
UDN010451,novelGene_SP7_AS,3.02553831393967,SP7,-0.21939583427458
UDN010451,novelGene_SPI1_AS,5.38815906080325,SPI1,-0.321452095208376
UDN010451,novelGene_SPICE1_AS,5.38815906080325,SPICE1,0.047845979829348
UDN010451,novelGene_STARD6_AS,5.38815906080325,STARD6,-0.348922634595132
UDN010451,novelGene_STEAP1B_AS,4.08622568396263,STEAP1B,2.03893217495446
UDN010451,novelGene_SUGT1P4-STRA6LP-CCDC180_AS_novelGene_SUGT1P4-STRA6LP_AS,2.37593615594729,SUGT1P4-STRA6LP-CCDC180,0.176650899555017
UDN010451,novelGene_TAMALIN_AS,4.21878005978137,TAMALIN,0.94727205159497
UDN010451,novelGene_TEX30_AS,5.38815906080325,TEX30,1.80259007725592
UDN010451,novelGene_THOC1_AS,3.02433415764285,THOC1,1.54891904634953
UDN010451,novelGene_TINAGL1_AS,4.03952641030106,TINAGL1,-0.592688054510686
UDN010451,novelGene_TMCC2-AS1_AS,5.38815906080325,novelGene_TMCC2,
UDN010451,novelGene_TMEM129_AS,5.38815906080325,TMEM129,1.27207338024131
UDN010451,novelGene_TMEM14DP_AS,5.38815906080325,TMEM14DP,-0.179605302026775
UDN010451,novelGene_TMEM183AP3_AS,5.38815906080325,TMEM183AP3,
UDN010451,novelGene_TMEM25_AS,5.38815906080325,TMEM25,0.418068930057951
UDN010451,novelGene_TNFRSF17_AS,5.38815906080325,TNFRSF17,
UDN010451,novelGene_TNIK_AS,3.14593686967788,TNIK,-0.716712121679409
UDN010451,novelGene_TRIM52-AS1_AS,3.95108415866151,novelGene_TRIM52,
UDN010451,novelGene_UBE2C_AS,3.14209647298023,UBE2C,0.934896664302735
UDN010451,novelGene_UBE2Q2P11_AS,3.29185727399883,UBE2Q2P11,-0.179605302026775
UDN010451,novelGene_USP5_AS,3.35191486608705,USP5,1.34808747971125
UDN010451,novelGene_UXT_AS,4.07491420854331,UXT,-0.417641304242037
UDN010451,novelGene_VSIG2_AS,2.22159243719475,VSIG2,-0.179605302026775
UDN010451,novelGene_WDFY3-AS1_AS,5.38815906080325,novelGene_WDFY3,
UDN010451,novelGene_WDFY3-AS2_AS,5.38815906080325,novelGene_WDFY3,
UDN010451,novelGene_XAF1_AS,5.38815906080325,XAF1,0.331026289680828
UDN010451,novelGene_ZFAND5_AS,4.23868501307557,ZFAND5,-0.994112319824679
UDN010451,novelGene_ZFP1_AS,2.94400172470742,ZFP1,0.0922342496519546
UDN010451,novelGene_ZFYVE28_AS,3.40442313813232,ZFYVE28,0.897269521270245
UDN010451,novelGene_ZMIZ1-AS1_AS,2.00651109238917,novelGene_ZMIZ1,
UDN010451,novelGene_ZNF142_AS,2.91100490503285,ZNF142,2.14002540602349
UDN010451,novelGene_ZNF232_AS,5.38815906080325,ZNF232,1.41509198270875
UDN010451,novelGene_ZNF286B_AS,3.68725310606154,ZNF286B,0.757385005373632
UDN010451,novelGene_ZNF343_AS,2.04819746662898,ZNF343,0.667557080571211
UDN010451,novelGene_ZNF408_AS,2.71534217731711,ZNF408,2.08139318164874
UDN010451,novelGene_ZNF444_AS,2.70811974535188,ZNF444,2.32013544869823
UDN010451,novelGene_ZNF561_AS,5.38815906080325,ZNF561,-0.899860258264943
UDN010451,novelGene_ZNF599_AS,5.38815906080325,ZNF599,0.329484279339709
UDN010451,novelGene_ZNF775_AS,3.12648505658829,ZNF775,3.91925901111901
UDN010451,novelGene_ZNF780B_AS,3.6934192134818,ZNF780B,-1.29600825008597
UDN010451,novelGene_ZNF99_AS,2.37593615594729,ZNF99,
UDN052264,novelGene_AARS1_AS,3.27460774125529,AARS1,-0.968386326106887
UDN052264,novelGene_ABCA5_AS,2.35398968287462,ABCA5,-0.0118237332357917
UDN052264,novelGene_ABCA8_AS,2.93907229765525,ABCA8,3.22757179565183
UDN052264,novelGene_ABCC1_AS,2.1932720168761,ABCC1,-0.664684224981767
UDN052264,novelGene_ABCC2_AS,2.16101748036717,ABCC2,-0.510169012074847
UDN052264,novelGene_ABCC3_AS,2.48293383134196,ABCC3,-0.75123346882753
UDN052264,novelGene_ABCC6_AS,3.36602498386852,ABCC6,-0.720183414980915
UDN052264,novelGene_ABI3BP_AS,4.01025938126978,ABI3BP,1.72060493811158
UDN052264,novelGene_ACADM_AS,3.03602228232992,ACADM,0.223793259649134
UDN052264,novelGene_ACBD5_AS,2.90485218093391,ACBD5,-0.17937424939855
UDN052264,novelGene_ACBD6_AS,2.10593510833617,ACBD6,0.0613452312834287
UDN052264,novelGene_ACOT12_AS,2.57910759937915,ACOT12,0.172458031049824
UDN052264,novelGene_ACSM3_AS,2.38532310270122,ACSM3,0.391450335428462
UDN052264,novelGene_ACTR10_AS,3.34900077834074,ACTR10,0.467374139573877
UDN052264,novelGene_ADAM9_AS,3.93416660414213,ADAM9,-0.422292044900458
UDN052264,novelGene_ADCK1_AS,2.55422290118845,ADCK1,0.137904153628655
UDN052264,novelGene_ADD1_AS,3.50894089130481,ADD1,-1.14428340279264
UDN052264,novelGene_ADNP-AS1_AS,2.69397335865419,novelGene_ADNP,
UDN052264,novelGene_ADNP2_AS,3.43403670218359,ADNP2,-0.992414848449419
UDN052264,novelGene_AFTPH_AS,3.37627453318121,AFTPH,0.456958332804251
UDN052264,novelGene_AHR_AS,2.03254823049547,AHR,-0.27631128801139
UDN052264,novelGene_AK4_AS,2.51919330237932,AK4,1.00086964095096
UDN052264,novelGene_ALDH1L2_AS,4.04491425114377,ALDH1L2,0.600823255636133
UDN052264,novelGene_ALG5_AS,2.11153618139786,ALG5,-0.699130670462093
UDN052264,novelGene_ALPK2_AS,3.4444792614362,ALPK2,-0.145077467418791
UDN052264,novelGene_ALS2_AS,2.43908446038697,ALS2,-0.267105945937984
UDN052264,novelGene_AMBRA1_AS,3.87764007063205,AMBRA1,-0.20570753304916
UDN052264,novelGene_ANAPC1P4_AS_novelGene_NCAL1_AS,2.14888266666084,ANAPC1P4,0.463262640940218
UDN052264,novelGene_ANKRD11_AS,2.60030713303646,ANKRD11,0.595160487446888
UDN052264,novelGene_ANKRD18B_AS,5.38815906080325,ANKRD18B,-0.29032081182753
UDN052264,novelGene_ANKRD26_AS,2.46892685049243,ANKRD26,0.596184655942659
UDN052264,novelGene_ANKRD44_AS,2.46601549440217,ANKRD44,-0.0857339504669448
UDN052264,novelGene_ANKS1B_AS,3.31782390137515,ANKS1B,-0.843940461385225
UDN052264,novelGene_ANLN_AS,3.38987413927473,ANLN,-0.546680103389892
UDN052264,novelGene_ANTXR1_AS,2.08164771322709,ANTXR1,-0.518432709774383
UDN052264,novelGene_ANTXR2_AS,2.45768153737936,ANTXR2,-0.206702355919486
UDN052264,novelGene_AP3B1_AS,2.62149560591803,AP3B1,-0.271452280080797
UDN052264,novelGene_AP3S1_AS,2.39905126324906,AP3S1,-0.640751371763955
UDN052264,novelGene_APC_AS,3.52807271418257,APC,-0.383748203120277
UDN052264,novelGene_APP_AS,3.25018735470018,APP,0.074695523323012
UDN052264,novelGene_AQR_AS,3.97725139121471,AQR,-0.498672387123929
UDN052264,novelGene_ARHGEF12_AS,2.73617704840005,ARHGEF12,-1.2525385274815
UDN052264,novelGene_ARMC8_AS,2.43360790451461,ARMC8,-0.0967736339320263
UDN052264,novelGene_ARSF_AS,3.59568468834431,ARSF,-0.258334480437145
UDN052264,novelGene_ASMTL_AS,2.40114900037068,ASMTL,1.0010213357917
UDN052264,novelGene_ATF5_AS,3.3309589721912,ATF5,2.31512948683524
UDN052264,novelGene_ATF6_AS,2.82038709436437,ATF6,1.03470859983613
UDN052264,novelGene_ATN1_AS,2.83403836372467,ATN1,0.358957301485692
UDN052264,novelGene_ATOSA_AS,2.1057428211632,ATOSA,-0.229618031897087
UDN052264,novelGene_ATP1B3_AS,2.41166626092454,ATP1B3,-0.335943743284434
UDN052264,novelGene_ATP2C1_AS,3.76234244917027,ATP2C1,-0.152653649431907
UDN052264,novelGene_ATP8B4_AS,3.08439445090979,ATP8B4,-0.294741446193091
UDN052264,novelGene_ATRN_AS,2.52319391539636,ATRN,-0.477774620429339
UDN052264,novelGene_ATRX_AS,3.69349014131528,ATRX,0.337009815068013
UDN052264,novelGene_ATXN7_AS,3.2266070983927,ATXN7,-0.747596429651142
UDN052264,novelGene_B3GAT3_AS,2.15197056975519,B3GAT3,-0.311447625692757
UDN052264,novelGene_B4GALT1_AS,2.43106542833561,B4GALT1,0.716297097017328
UDN052264,novelGene_BAALC-AS1_AS,2.55822341298199,novelGene_BAALC,
UDN052264,novelGene_BCL9L_AS,2.32771907983553,BCL9L,-0.311542769333988
UDN052264,novelGene_BCORL1_AS,2.30384576606224,BCORL1,1.57600323728278
UDN052264,novelGene_BCR_AS,2.42629782955272,BCR,1.02708574039471
UDN052264,novelGene_BMERB1_AS,2.70133789594275,BMERB1,-1.06689334716484
UDN052264,novelGene_BMS1_AS,2.48151568112203,BMS1,-0.484458648678988
UDN052264,novelGene_BNC2_AS,2.50740055346937,BNC2,1.48584928914454
UDN052264,novelGene_BRPF3_AS,2.94760545095442,BRPF3,-0.774864219458552
UDN052264,novelGene_BRWD1-IT1_AS,2.64211536196083,BRWD1-IT1,-0.321927439713942
UDN052264,novelGene_BRWD1_AS,2.80678830607088,BRWD1,0.503471238296852
UDN052264,novelGene_BSDC1_AS,3.01078375299245,BSDC1,0.513050604920641
UDN052264,novelGene_BTF3L4_AS,2.22234618584921,BTF3L4,-0.170270639898006
UDN052264,novelGene_BUB1_AS,2.62489418090963,BUB1,-0.600424917643747
UDN052264,novelGene_C22orf39_AS_novelGene_HIRA_AS,2.69255822353545,C22orf39,-0.414529238758296
UDN052264,novelGene_C5_AS,2.81888677102898,C5,-0.806391905731603
UDN052264,novelGene_C6orf132_AS,2.56854229508168,C6orf132,-0.426379231657664
UDN052264,novelGene_C7orf50_AS,2.7656757208899,C7orf50,-0.231404002301774
UDN052264,novelGene_C8orf44-SGK3_AS,2.57623794998013,C8orf44-SGK3,2.18228701241042
UDN052264,novelGene_CALCRL-AS1_AS,3.48956314275524,novelGene_CALCRL,
UDN052264,novelGene_CAMKMT_AS,2.72665092006329,CAMKMT,0.306462481313909
UDN052264,novelGene_CAPN7_AS,2.30802873006334,CAPN7,-0.372166956483457
UDN052264,novelGene_CARNMT1_AS,4.43045474272523,CARNMT1,-0.507094127141238
UDN052264,novelGene_CASC15_AS,2.4030914064597,CASC15,2.72707607869581
UDN052264,novelGene_CASK_AS,2.70303680894015,CASK,-0.0518032267173182
UDN052264,novelGene_CCDC127_AS_novelGene_ENSG00000260774_AS,4.141750854417,CCDC127,-0.705486598591171
UDN052264,novelGene_CCDC175_AS,2.76502501512602,CCDC175,-0.258246335844173
UDN052264,novelGene_CCDC200_AS,2.31395752486612,CCDC200,-0.226385812749211
UDN052264,novelGene_CCDC62_AS,3.07258043273392,CCDC62,-0.645812144660999
UDN052264,novelGene_CCDC82_AS,3.75213645223411,CCDC82,-0.0827635087553756
UDN052264,novelGene_CCNB1IP1_AS,2.15079794008175,CCNB1IP1,1.24864830720357
UDN052264,novelGene_CCNT2_AS,2.19571828083048,CCNT2,-0.610288176277492
UDN052264,novelGene_CCR4_AS,5.38815906080325,CCR4,-0.179605302026775
UDN052264,novelGene_CCSER2_AS,2.58237727710558,CCSER2,0.0212628065091174
UDN052264,novelGene_CCT6B_AS,2.42090124156937,CCT6B,0.394528170455657
UDN052264,novelGene_CD38_AS,2.28116573912712,CD38,-0.451305410826437
UDN052264,novelGene_CDC42BPA_AS,2.07429370062921,CDC42BPA,0.505154779506011
UDN052264,novelGene_CDC42_AS,2.22717582178713,CDC42,-0.301015432538995
UDN052264,novelGene_CDH13_AS,2.22350726288549,CDH13,0.0202927540411527
UDN052264,novelGene_CDK13_AS,3.82743007611831,CDK13,1.14985732058524
UDN052264,novelGene_CDK19_AS,2.08925591331774,CDK19,-0.482637578102445
UDN052264,novelGene_CDKAL1_AS,2.35204653047889,CDKAL1,0.0435457460817943
UDN052264,novelGene_CEP192_AS,3.90948555805308,CEP192,-0.46390960272071
UDN052264,novelGene_CEP63_AS,2.46985819879481,CEP63,1.31240325725526
UDN052264,novelGene_CEP85L_AS,3.49668307688228,CEP85L,0.355228359737102
UDN052264,novelGene_CETP_AS,2.13163705866139,CETP,0.306458039272669
UDN052264,novelGene_CFAP36_AS,2.03924718600998,CFAP36,0.402831498189284
UDN052264,novelGene_CFAP44_AS,2.17538087576682,CFAP44,-0.724749386760649
UDN052264,novelGene_CFAP70_AS,2.44736884597193,CFAP70,0.412300330122123
UDN052264,novelGene_CFDP1_AS,2.40297704804659,CFDP1,0.805176696187214
UDN052264,novelGene_CHAMP1_AS,2.48196572823858,CHAMP1,-0.39850101910981
UDN052264,novelGene_CHD1-DT_AS,3.08818677142532,CHD1-DT,0.427200902921487
UDN052264,novelGene_CHN2_AS,3.91896111126086,CHN2,-0.504057606432633
UDN052264,novelGene_CLASP1_AS,3.17547504217237,CLASP1,-0.0490333956777943
UDN052264,novelGene_CLN8_AS,3.04286932944529,CLN8,0.560456360645121
UDN052264,novelGene_CMKLR2-AS_AS,3.69770374374179,novelGene_CMKLR2,
UDN052264,novelGene_CMSS1_AS,3.10911288677244,CMSS1,-0.463148712987307
UDN052264,novelGene_CNN3_AS,3.660712883108,CNN3,1.55046980523232
UDN052264,novelGene_CNNM3_AS,2.77172958751363,CNNM3,0.842441654598585
UDN052264,novelGene_COL16A1_AS,2.05768809445118,COL16A1,0.95195583711804
UDN052264,novelGene_COL26A1_AS,5.38815906080325,COL26A1,0.0891403430395007
UDN052264,novelGene_COP1-DT_AS,4.0490247360392,COP1-DT,2.41159635772086
UDN052264,novelGene_COP1_AS,2.01602688273617,COP1,-0.492749114674374
UDN052264,novelGene_CPPED1_AS,2.93659248748939,CPPED1,-1.44865855807933
UDN052264,novelGene_CPT1C_AS,2.07599450158974,CPT1C,0.170317391825412
UDN052264,novelGene_CREB3L2_AS,2.55105249201021,CREB3L2,-0.631491921458242
UDN052264,novelGene_CRKL_AS,3.66004175470204,CRKL,-0.12260643102999
UDN052264,novelGene_CRLS1_AS_novelGene_ENSG00000286235_AS,2.2249486516404,CRLS1,-0.776248320775486
UDN052264,novelGene_CROCCP3_AS,2.84817685162693,CROCCP3,-0.540095122090994
UDN052264,novelGene_CRYM_AS,5.38815906080325,CRYM,-0.467727199856579
UDN052264,novelGene_CSDE1_AS,2.05299773912317,CSDE1,0.585941850960623
UDN052264,novelGene_CUEDC1_AS,2.83677621235977,CUEDC1,-0.764173278389232
UDN052264,novelGene_CUL2_AS,3.88353148262037,CUL2,-0.36185859315563
UDN052264,novelGene_CYP2B6_AS,5.38815906080325,CYP2B6,-0.179605302026775
UDN052264,novelGene_DAZAP1_AS,2.69494272714332,DAZAP1,-0.981539302901085
UDN052264,novelGene_DDHD2_AS,2.13911206071039,DDHD2,-0.67560837902801
UDN052264,novelGene_DDX43_AS,2.39307349155051,DDX43,-0.640060191800522
UDN052264,novelGene_DENND1A_AS,2.72593262135892,DENND1A,-0.556092092176225
UDN052264,novelGene_DENND1B_AS,2.74320665312826,DENND1B,-0.262689247360236
UDN052264,novelGene_DENND2D_AS,2.42171718542793,DENND2D,-0.0400511471427231
UDN052264,novelGene_DERA_AS,3.50328714427332,DERA,0.387677663780709
UDN052264,novelGene_DERL2_AS,2.24101543079567,DERL2,-0.485080862434923
UDN052264,novelGene_DLC1_AS,3.80640209860421,DLC1,1.83422879341589
UDN052264,novelGene_DLG1_AS,2.35406946239786,DLG1,-0.656047071824714
UDN052264,novelGene_DLG2_AS,3.95141260996622,DLG2,1.22317476254638
UDN052264,novelGene_DLGAP4_AS,3.30037563089254,DLGAP4,1.73445317869733
UDN052264,novelGene_DMD_AS,3.30043117721049,DMD,0.702544973802618
UDN052264,novelGene_DMXL2_AS,2.32561649508786,DMXL2,-0.840293276237833
UDN052264,novelGene_DNAH12_AS,2.4498773129744,DNAH12,-0.320497303532001
UDN052264,novelGene_DNAH14_AS,2.38928694813886,DNAH14,-0.115800740568128
UDN052264,novelGene_DNAH2_AS,3.73278668822462,DNAH2,2.13406860194853
UDN052264,novelGene_DNAJB12_AS,4.29612037912269,DNAJB12,0.594602844620199
UDN052264,novelGene_DNAJC21_AS,3.09693516736157,DNAJC21,-0.0389048733970761
UDN052264,novelGene_DNAJC8_AS,2.42462921850873,DNAJC8,-0.215875001375924
UDN052264,novelGene_DPP8_AS,2.80180733258881,DPP8,0.52669527600161
UDN052264,novelGene_DPY19L4_AS,2.87159506254949,DPY19L4,-0.665268815805906
UDN052264,novelGene_DROSHA_AS,2.60126736723605,DROSHA,-0.435084064039779
UDN052264,novelGene_DTNA_AS,2.84309544512307,DTNA,-0.484572745083687
UDN052264,novelGene_DTYMK_AS,2.13535327091545,DTYMK,-0.917678976189512
UDN052264,novelGene_DUXAP8_AS,2.55561599489022,DUXAP8,-0.477033155568371
UDN052264,novelGene_DYM_AS,3.06501550669761,DYM,0.643577584622204
UDN052264,novelGene_DYNC2I1_AS,2.76789122511432,DYNC2I1,-0.0691693803312089
UDN052264,novelGene_EEIG1_AS,2.74029607707531,EEIG1,0.228682171648293
UDN052264,novelGene_EFCAB13_AS,2.78410093073875,EFCAB13,-0.448713429774556
UDN052264,novelGene_EIF1AX_AS,3.06958054814822,EIF1AX,-0.817731231349996
UDN052264,novelGene_EIF2B3_AS,2.11247806705139,EIF2B3,0.104753464802895
UDN052264,novelGene_EIF3G_AS,3.55668201413151,EIF3G,-0.5719382950259
UDN052264,novelGene_EIF4B_AS,2.88841155214905,EIF4B,0.953282704848921
UDN052264,novelGene_EIF4E_AS,2.13497077685493,EIF4E,-0.263924390605414
UDN052264,novelGene_ELL_AS,2.39798991440261,ELL,-0.119156986216163
UDN052264,novelGene_ELMO2_AS,2.37848954043937,ELMO2,-0.999480119842385
UDN052264,novelGene_ENSG00000204745_AS,2.97981171133638,ENSG00000204745,-0.341930410904229
UDN052264,novelGene_ENSG00000213315_AS,3.85135862887087,ENSG00000213315,-0.179605302026775
UDN052264,novelGene_ENSG00000217576_AS_novelGene_MRPS31P5_AS,2.45610400511654,ENSG00000217576,
UDN052264,novelGene_ENSG00000230623_AS,2.33726853307045,ENSG00000230623,1.1968001932093
UDN052264,novelGene_ENSG00000234185_AS,2.88335483532175,ENSG00000234185,
UDN052264,novelGene_ENSG00000235066_AS,2.24278789850223,ENSG00000235066,-0.179605302026775
UDN052264,novelGene_ENSG00000236003_AS,3.3309589721912,ENSG00000236003,0.875767746573855
UDN052264,novelGene_ENSG00000236364_AS,3.52055015176166,ENSG00000236364,-0.647900782900702
UDN052264,novelGene_ENSG00000237249_AS,2.38873834947907,ENSG00000237249,
UDN052264,novelGene_ENSG00000239920_AS_novelGene_TRIM5_AS,3.30865554192155,ENSG00000239920,0.748136496326619
UDN052264,novelGene_ENSG00000242073_AS_novelGene_POM121C_AS,2.0891903593445,ENSG00000242073,0.776656501867179
UDN052264,novelGene_ENSG00000243276_AS,5.38815906080325,ENSG00000243276,-0.179605302026775
UDN052264,novelGene_ENSG00000246250_AS,3.14072545533091,ENSG00000246250,0.828567216757686
UDN052264,novelGene_ENSG00000249236_AS,2.45498286724478,ENSG00000249236,-0.179605302026775
UDN052264,novelGene_ENSG00000250764_AS,2.90286373806027,ENSG00000250764,-0.854597409130954
UDN052264,novelGene_ENSG00000254192_AS,2.796833391715,ENSG00000254192,-0.179605302026775
UDN052264,novelGene_ENSG00000254595_AS,2.23398081483013,ENSG00000254595,1.02115508931134
UDN052264,novelGene_ENSG00000256947_AS,2.18017166518093,ENSG00000256947,
UDN052264,novelGene_ENSG00000256966_AS_novelGene_FBXO10_AS,3.2506504813001,ENSG00000256966,-1.00524491505789
UDN052264,novelGene_ENSG00000258526_AS,3.78713234352062,ENSG00000258526,-0.591556893870284
UDN052264,novelGene_ENSG00000260368_AS,4.1637623817853,ENSG00000260368,-0.179605302026775
UDN052264,novelGene_ENSG00000261386_AS,2.31384802603866,ENSG00000261386,-0.620510328534155
UDN052264,novelGene_ENSG00000261560_AS_novelGene_GSPT1_AS,2.54241669281331,ENSG00000261560,-0.377302182734708
UDN052264,novelGene_ENSG00000261650_AS,2.59132308565673,ENSG00000261650,
UDN052264,novelGene_ENSG00000261997_AS,2.37659354432324,ENSG00000261997,-0.405396113795914
UDN052264,novelGene_ENSG00000263244_AS_novelGene_HAPSTR1_AS,2.14452937577235,ENSG00000263244,0.356234396996422
UDN052264,novelGene_ENSG00000263316_AS,3.3309589721912,ENSG00000263316,
UDN052264,novelGene_ENSG00000263731_AS,2.6111652299022,ENSG00000263731,0.0294141596443269
UDN052264,novelGene_ENSG00000265794_AS_novelGene_ZNF207_AS,3.96003092635787,ENSG00000265794,-0.2828797996297
UDN052264,novelGene_ENSG00000268051_AS,2.3691081386892,ENSG00000268051,-0.179605302026775
UDN052264,novelGene_ENSG00000268107_AS_novelGene_ZNF419_AS,2.22137303405545,ENSG00000268107,0.914541919975294
UDN052264,novelGene_ENSG00000268361_AS_novelGene_XRCC1_AS,2.80497013098808,ENSG00000268361,-0.604481389076719
UDN052264,novelGene_ENSG00000268746_AS,2.48047288878286,ENSG00000268746,-0.179605302026775
UDN052264,novelGene_ENSG00000268970_AS,2.86727768920085,ENSG00000268970,
UDN052264,novelGene_ENSG00000269825_AS,2.09941530983167,ENSG00000269825,-0.722952427108293
UDN052264,novelGene_ENSG00000269825_AS_novelGene_ZNF83_AS,2.91353396853243,ENSG00000269825,-0.722952427108293
UDN052264,novelGene_ENSG00000270808_AS,3.26040954689018,ENSG00000270808,
UDN052264,novelGene_ENSG00000271793_AS_novelGene_SNX14_AS,3.61254910380452,ENSG00000271793,-0.401308271513673
UDN052264,novelGene_ENSG00000271851_AS,3.24881104714457,ENSG00000271851,0.918502059159619
UDN052264,novelGene_ENSG00000273507_AS,2.12973312463649,ENSG00000273507,
UDN052264,novelGene_ENSG00000273759_AS,2.20048309067629,ENSG00000273759,-0.457028377085405
UDN052264,novelGene_ENSG00000275740_AS_novelGene_RBM27_AS,2.68727634951787,ENSG00000275740,-0.0433535605194814
UDN052264,novelGene_ENSG00000280441_AS,2.27822897002402,ENSG00000280441,2.93343769918594
UDN052264,novelGene_ENSG00000281593_AS_novelGene_ZNRF2_AS,2.68790557838705,ENSG00000281593,0.0368874503008707
UDN052264,novelGene_ENSG00000282278_AS_novelGene_PDGFRA_AS,2.51803738676778,ENSG00000282278,-0.179605302026775
UDN052264,novelGene_ENSG00000283208_AS,3.82166576306142,ENSG00000283208,1.87977188189461
UDN052264,novelGene_ENSG00000283321_AS,2.54970977961207,ENSG00000283321,
UDN052264,novelGene_ENSG00000285519_AS,3.58968471615191,ENSG00000285519,
UDN052264,novelGene_ENSG00000285658_AS,2.69494272714332,ENSG00000285658,2.38185225255959
UDN052264,novelGene_ENSG00000286046_AS,5.38815906080325,ENSG00000286046,
UDN052264,novelGene_ENSG00000286143_AS_novelGene_SPEG_AS,2.1284534960188,ENSG00000286143,0.152518554244854
UDN052264,novelGene_ENSG00000286155_AS,3.93984443188003,ENSG00000286155,
UDN052264,novelGene_ENSG00000286163_AS,5.38815906080325,ENSG00000286163,-0.179605302026775
UDN052264,novelGene_ENSG00000286252_AS,3.52439543921494,ENSG00000286252,
UDN052264,novelGene_ENSG00000286533_AS,2.1380954234443,ENSG00000286533,-0.179605302026775
UDN052264,novelGene_ENSG00000286579_AS,2.57238449028192,ENSG00000286579,-0.297132858438622
UDN052264,novelGene_ENSG00000286722_AS,2.42856020526941,ENSG00000286722,3.58968471615191
UDN052264,novelGene_ENSG00000287134_AS,2.40096286917102,ENSG00000287134,-0.179605302026775
UDN052264,novelGene_ENSG00000288398_AS,2.42473103701388,ENSG00000288398,0.555183011943196
UDN052264,novelGene_ENSG00000288550_AS_novelGene_IL17RC_AS,3.39909414483933,ENSG00000288550,1.06408703949703
